product_area,sub_product_area,signal_name,default_priority,metric_name,type,definition_table,value_min,value_max,delta_min,delta_max,delta_velocity_min,delta_velocity_max,documentation_link,obd_value,metric_table,metric_column,exported_to_data_lake,is_applicable_ice,is_applicable_hydrogen,is_applicable_hybrid,is_applicable_phev,is_applicable_bev,is_applicable_unknown
Vehicle Diagnostics,General Information,Lane Departure Imminent Right Side,1000,j1939_fli1_lane_departure_imminent_right_side_state,j1939_fli1_lane_departure_imminent_right_side_state,,,,,,,,,,kinesisstats.osdj1939fli1lanedepartureimminentrightsidestate,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Lane Departure Left Side,1000,j1939_fli1_lane_departure_left_side,j1939_fli1_lane_departure_left_side,,,,,,,,,,kinesisstats.osdj1939fli1lanedepartureleftside,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Lane Departure Right Side,1000,j1939_fli1_lane_departure_right_side,j1939_fli1_lane_departure_right_side,,,,,,,,,,kinesisstats.osdj1939fli1lanedeparturerightside,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Lane Keeping Assist,1000,j1939_assc1_lane_keeping_assist_system_state,j1939_assc1_lane_keeping_assist_system_state,,,,,,,,,,kinesisstats.osdj1939assc1lanekeepingassistsystemstate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Power Factor Lagging,1000,overall_power_factor_lagging_enum,overall_power_factor_lagging_enum,,,,,,,,,,kinesisstats.osdoverallpowerfactorlaggingenum,value.int_value,False,True,True,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,Real State of Charge,1000,ev_high_capacity_battery_real_state_of_charge_milli_percent,ev_high_capacity_battery_real_state_of_charge_milli_percent,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevhighcapacitybatteryrealstateofchargemillipercent,value.int_value,False,False,False,True,True,True,False
Vehicle Diagnostics,General Information,System Cleaning Inhibited Status State,1000,scr_system_cleaning_inhibited_status_state,scr_system_cleaning_inhibited_status_state,,,,,,,,,,kinesisstats.osdscrsystemcleaninginhibitedstatusstate,value.int_value,False,True,False,False,False,False,False
Vehicle Diagnostics,General Information,System Cleaning Inhibited Switch State,1000,scr_system_cleaning_inhibited_due_to_inhibit_switch_state,scr_system_cleaning_inhibited_due_to_inhibit_switch_state,,,,,,,,,,kinesisstats.osdscrsystemcleaninginhibitedduetoinhibitswitchstate,value.int_value,False,True,False,False,False,False,False
Vehicle Diagnostics,General Information,Throttle Position,1000,throttle_value_1_position_1_deci_percent,throttle_value_1_position_1_deci_percent,,,,,,,,,,kinesisstats.osdthrottlevalue1position1decipercent,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Time to Collision,1000,j1939_aebs1_time_to_collision_with_relevant_object_centi_seconds,j1939_aebs1_time_to_collision_with_relevant_object_centi_seconds,,,,,,,,,,kinesisstats.osdj1939aebs1timetocollisionwithrelevantobjectcentiseconds,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,Engine Faults - D1,1,j1939_d1_status,j1939_d1_status,,,,,,,,,,kinesisstats.osdj1939d1status,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,Engine Faults - Passenger,1,passenger_dtcs,passenger_dtcs,,,,,,,,,,kinesisstats.osdpassengerdtcs,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,Engine Faults - Overall,1,engine_fault,engine_fault,,,,,,,,,,kinesisstats.osdenginefault,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Fuel and Energy,Fuel Consumption - Gaseous,1,fuel_consumed_gaseous,fuel_consumed_gaseous,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats.osdfuelconsumedgaseous,value.int_value,True,False,True,False,False,False,False
Vehicle Diagnostics,General Information,Average Line to Line ACRMS Voltage,50,average_line_to_line_acrms_milli_volts,average_line_to_line_acrms_milli_volts,,0.000000,64254500.000000,,,,,,58,kinesisstats.osdaveragelinetolineacrmsmillivolts,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Exhaust Gas Pressure,50,exhaust_gas_pressure_pa,exhaust_gas_pressure_pa,,-250000.000000,251988.281300,,,,,,,kinesisstats.osdexhaustgaspressurepa,value.int_value,True,True,False,True,True,False,False
Vehicle Diagnostics,General Information,Fuel Level Tank 2,1000,fuel_level_2_deci_percent,fuel_level_2_deci_percent,,0.000000,1000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats_history.osdj1939ddfuellevel2decipercent,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,Maintenance,J1939 Engine Faults,1,j1939_fault_count,j1939_fault_count,,,,,,,,,,product_analytics_staging.fct_osdenginefault,j1939_fault_count,True,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,Passenger Engine Faults,1,passenger_fault_count,passenger_fault_count,,,,,,,,,,product_analytics_staging.fct_osdenginefault,passenger_fault_count,True,True,True,True,True,True,True
Vehicle Diagnostics,Fuel and Energy,Hourly Fuel Consumption - Gaseous,1,gaseous_fuel_consumption,gaseous_fuel_consumption,,0.000000,271000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,product_analytics_staging.fct_hourlyfuelconsumption,gaseous_consumption,True,True,True,True,True,False,False
Vehicle Diagnostics,Fuel and Energy,Hourly Fuel Consumption - Liquid,1,liquid_fuel_consumption,liquid_fuel_consumption,,0.000000,454609.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,product_analytics_staging.fct_hourlyfuelconsumption,liquid_consumption,True,True,True,True,True,False,False
Vehicle Diagnostics,Maintenance,Diagnostic Fault Count,1,diagnostic_fault_count,diagnostic_fault_count,,,,,,,,,,product_analytics_staging.stg_daily_faults,fault_count,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Vehicle Identification Number (VIN),1,vin_count,vin_count,,,,,,,,,,product_analytics_staging.fct_osdvin,vin_count,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Unique VIN Count,1,unique_vin_count,unique_vin_count,,,,,,,,,,product_analytics_staging.fct_osdvin,unique_vin_count,True,True,True,True,True,True,True
